,Date,Price
217,2023-10-02,
218,2023-10-03,
219,2023-10-04,
220,2023-10-05,
221,2023-10-06,
222,2023-10-07,
223,2023-10-08,
224,2023-10-09,
225,2023-10-10,
226,2023-10-11,
227,2023-10-12,
228,2023-10-13,
229,2023-10-14,
230,2023-10-15,
231,2023-10-16,
232,2023-10-17,
233,2023-10-18,
234,2023-10-19,
235,2023-10-20,0.6197925365335598
236,2023-10-21,0.605278200771542
237,2023-10-22,
238,2023-10-23,
239,2023-10-24,0.6497828549927184
240,2023-10-25,0.6479984458501797
241,2023-10-26,0.8105145904269968
242,2023-10-27,0.6631307355092353
243,2023-10-28,0.5838704553987594
244,2023-10-29,0.6143158473665226
245,2023-10-30,0.8289220358051581
246,2023-10-31,0.828460630809665
247,2023-11-01,0.8908230068999049
248,2023-11-02,0.7262547251677222
249,2023-11-03,0.8109244939706108
250,2023-11-04,0.6483764313445122
251,2023-11-05,0.6049190025823665
252,2023-11-06,0.5742684861815628
253,2023-11-07,0.5517039031647174
254,2023-11-08,0.6305676066608548
255,2023-11-09,0.5670853468073214
256,2023-11-10,0.5074796561679643
257,2023-11-11,0.4772655381824948
258,2023-11-12,0.4660427528768726
259,2023-11-13,0.44541896699797723
260,2023-11-14,0.456296975576409
261,2023-11-15,0.39942466969690354
262,2023-11-16,0.4015011207572671
263,2023-11-17,0.4443619716073977
264,2023-11-18,0.7383681153350969
265,2023-11-19,0.716361453408523
266,2023-11-20,0.6228762580044317
267,2023-11-21,0.4652857418928497
268,2023-11-22,0.532174809202018
269,2023-11-23,0.5648912001264087
270,2023-11-24,0.531168048070043
271,2023-11-25,0.5671698531039044
272,2023-11-26,0.6114605920714483
273,2023-11-27,0.568025329637401
274,2023-11-28,0.5087896923137197
275,2023-11-29,0.4800940303702016
276,2023-11-30,0.5012779378112712
277,2023-12-01,0.48532916666666664
278,2023-12-02,0.5003226633197765
279,2023-12-03,0.46873999383407094
280,2023-12-04,0.4606884881813712
281,2023-12-05,0.5720713672803112
282,2023-12-06,0.4439083811817914
283,2023-12-07,0.3764799536216283
284,2023-12-08,0.400010447295238
285,2023-12-09,0.4429735344557443
286,2023-12-10,0.39985992329673725
287,2023-12-11,0.3838900561436366
288,2023-12-12,0.3725978923709575
289,2023-12-13,0.36560942679510566
290,2023-12-14,0.337407505507177
291,2023-12-15,0.33530359951140604
292,2023-12-16,0.35696829948520964
293,2023-12-17,0.3514237903380177
294,2023-12-18,0.43046725
295,2023-12-19,0.364809985011348
296,2023-12-20,0.3315332541523624
297,2023-12-21,0.30999999999999994
298,2023-12-22,0.34292316129408834
299,2023-12-23,0.28173407933815586
300,2023-12-24,0.2929237295274771
301,2023-12-25,0.282367652719173
302,2023-12-26,0.2463147233690643
303,2023-12-27,0.3574333333333333
304,2023-12-28,0.2981246301271838
305,2023-12-29,0.2769490237657459
306,2023-12-30,0.28250742482187663
307,2023-12-31,0.27798999999999996
308,2024-01-01,1.69
309,2024-01-02,0.33065820851477157
310,2024-01-03,0.2500636922290648
311,2024-01-04,0.25003766422049284
312,2024-01-05,0.25737150694925137
313,2024-01-06,0.2443111111111111
314,2024-01-07,0.23500000000000001
315,2024-01-08,0.24986633085253893
316,2024-01-09,0.21999999999999997
317,2024-01-10,0.25999999999999995
318,2024-01-11,0.32253375157680503
319,2024-01-12,0.28288706209850395
320,2024-01-13,0.2501881035084061
321,2024-01-14,0.2557142857142857
322,2024-01-15,0.2343588179207586
323,2024-01-16,0.2517158491833347
324,2024-01-17,0.2373921390989577
325,2024-01-18,0.22911610703681287
326,2024-01-19,0.25980261376192426
327,2024-01-20,0.2673233132594881
328,2024-01-21,0.3407778588534405
329,2024-01-22,0.267
330,2024-01-23,0.28165539336080136
331,2024-01-24,0.28
332,2024-01-25,0.35000000000000003
333,2024-01-26,0.25
334,2024-01-27,0.2295189211395394
335,2024-01-28,0.22331745804725447
336,2024-01-29,0.26906050035173834
337,2024-01-30,
338,2024-01-31,0.33999999999999997
339,2024-02-01,0.20762682995634973
340,2024-02-02,0.2698999
341,2024-02-03,
342,2024-02-04,0.20000000000000004
343,2024-02-05,0.28860116068324343
344,2024-02-06,0.18899345080679053
345,2024-02-07,0.21799999999999997
346,2024-02-08,
347,2024-02-09,0.23827244354422975
348,2024-02-10,0.26
349,2024-02-11,0.282
350,2024-02-12,0.2
351,2024-02-13,0.19620946337027342
352,2024-02-14,
353,2024-02-15,0.147282834448466
354,2024-02-16,
355,2024-02-17,0.18
356,2024-02-18,0.1992282844669028
357,2024-02-19,0.16
358,2024-02-20,0.25
359,2024-02-21,0.17809779831125713
360,2024-02-22,0.13540033528894424
361,2024-02-23,0.15100000000000002
362,2024-02-24,0.17977636439115505
363,2024-02-25,0.17192418998479134
364,2024-02-26,0.19844667863253218
